url,Author,Title,Date,date_clean
https://www.texastribune.org/2018/10/24/don-huffines-texas-senate-nathan-johnson-midterm-elections/,ALEX SAMUELS,"In a Dallas state Senate district held by the GOP for decades, incumbent Don Huffines is in a tight race","OCT. 24, 2018",2018-10-24
https://www.texastribune.org/2018/10/25/student-voting-rights-fight-erupts-texas-state-university/,ALEXA URA,Student voting rights fight erupts at Texas State University,"OCT. 25, 2018",2018-10-25
https://www.texastribune.org/2018/10/27/us-senate-ted-cruz-beto-orourke-see-promise-massive-early-voting/,PATRICK SVITEK,"In U.S. Senate race, both sides take heart in massive early voting numbers","OCT. 27, 2018",2018-10-27
https://www.texastribune.org/2018/10/29/texas-senate-beto-orourke-ted-cruz-poll/,EMMA PLATOFF,"Ted Cruz leads Beto O'Rourke 51 to 46, Quinnipiac poll finds","OCT. 29, 2018",2018-10-29
https://www.texastribune.org/2018/11/01/final-days-re-election-bid-ted-cruz-haunted-alliance-steve-king/,PATRICK SVITEK,Ted Cruz hasn't distanced himself from Steve King — once a valuable ally — in final days of race against Beto O’Rourke,"NOV. 1, 2018",2018-11-01
https://www.texastribune.org/2018/10/29/texas-ted-cruz-donald-trump-voter-awareness-project-facebook-ads/,ALEX SAMUELS,Groups with neutral-sounding names launch Facebook ads against Texas Republicans,"OCT. 29, 2018",2018-10-29
https://www.texastribune.org/2018/10/25/texas-comptroller-glenn-hegar-democrat-joi-chevalier/,EDGAR WALTERS,Texas Comptroller Glenn Hegar and Democratic challenger Joi Chevalier on why they deserve your vote,"OCT. 25, 2018",2018-10-25
https://www.texastribune.org/2018/10/25/new-anti-ted-cruz-super-pac-launches-plans-12m-ad-buy/,PATRICK SVITEK,"New anti-Ted Cruz super PAC launches, announces $1.2 million ad buy","OCT. 25, 2018",2018-10-25
https://www.texastribune.org/2018/11/01/donors-reward-texas-democratic-congressional-candidates-ignore-others/,EDGAR WALTERS,"While Beto O'Rourke rakes in cash, big donors ignore the Democratic statewide ticket","NOV. 1, 2018",2018-11-01
https://www.texastribune.org/2018/10/26/ut-tt-poll-ted-cruz-leads-beto-orourke-texas-senate/,ROSS RAMSEY,"Ted Cruz leads Beto O’Rourke by 6 in Texas Senate race, UT/TT poll finds","OCT. 26, 2018",2018-10-26
https://www.texastribune.org/2018/10/26/texas-congress-2018-election-joseph-kopser-video/,OMAR RODRIGUEZ-ORTIZ,"Joseph Kopser talks Trump, Republicans and health care","OCT. 26, 2018",2018-10-26
https://www.texastribune.org/2018/10/24/texas-dan-patrick-mike-collier-race-teachers-midterm/,EMMA PLATOFF,"In his long-shot bid to unseat Lt. Gov. Dan Patrick, Mike Collier is counting on teachers","OCT. 24, 2018",2018-10-24
https://www.texastribune.org/2018/10/31/texas-board-education-midterm-candidates-elections-2018/,KATHRYN LUNDSTROM,A Texas Board of Education seat hasn’t flipped since 2010. Will that change in 2018?,"OCT. 31, 2018",2018-10-31
https://www.texastribune.org/2018/10/24/Ted-Cruz-Beto-ORourke-poll/,MATT ZDUN,"Ted Cruz leads Beto O’Rourke by 5 among likely voters in U.S. Senate race, new poll finds","OCT. 24, 2018",2018-10-24
https://www.texastribune.org/2018/10/31/beto-orourke-messages-pipe-bomb/,MATTHEW WATKINS,"Beto O'Rourke received threatening messages from pipe bomb suspect Cesar Sayoc, his campaign says","OCT. 31, 2018",2018-10-31
https://www.texastribune.org/2018/10/26/texas-voting-machines-2018-straight-ticket-midterm-elections/,ALEX SAMUELS,Here’s how to avoid problems with straight-ticket voting in Texas,"OCT. 26, 2018",2018-10-26
https://www.texastribune.org/2018/10/31/texas-democrats-kulkarni-olson-mccaul-siegel/,ANDREW EVERSDEN,"In GOP strongholds, Texas Democrats running liberal campaigns have raised eye-popping sums","OCT. 31, 2018",2018-10-31
https://www.texastribune.org/2018/10/31/texas-beto-orourke-ted-cruz-facebook-ads-propublica/,ALEX SAMUELS,Beto O’Rourke is betting big on Facebook ads: He’s spent more than $6 million in six months.,"OCT. 31, 2018",2018-10-31
https://www.texastribune.org/2018/10/30/beto-orourke-ted-cruz-us-birthright-citizenship/,EMMA PLATOFF,Donald Trump wants to end birthright citizenship. Ted Cruz supports that. Beto O'Rourke doesn't.,"OCT. 30, 2018",2018-10-30
https://www.texastribune.org/2018/10/25/ken-paxton-tv-ad-against-justin-nelson/,PATRICK SVITEK,"In notable shift, Attorney General Ken Paxton begins TV offensive against Democratic opponent","OCT. 25, 2018",2018-10-25
https://www.texastribune.org/2018/10/30/colin-allred-pete-sessions-north-texas/,ABBY LIVINGSTON,"For both parties, the race between U.S. Rep. Pete Sessions and Colin Allred is bigger than one seat","OCT. 30, 2018",2018-10-30
https://www.texastribune.org/2018/10/26/three-candidates-vie-slot-texas-oil-and-gas-regulatory-agency/,KIAH COLLIER,Three candidates vie for slot on Texas' oil and gas regulatory agency,"OCT. 26, 2018",2018-10-26
